Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso) y tipo de vivienda",Total.2,"Bloque, ladrillo, piedra, madera pulida.2",Concreto vaciado.2,Material prefabricado.2,Guadua.2,"Tapia pisada, bahareque, adobe.2","Madera burda, tabla, tablón.2","Caña, esterilla, otros vegetales.2","Materiales de desecho (Zinc, tela, cartón, latas, plásticos, otros).2",Sin paredes.2
05_Antioquia,044_Anzá,Tipo cuarto,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,044_Anzá,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Total,3985.0,2769.0,265.0,8.0,0.0,9.0,891.0,2.0,41.0,0.0
05_Antioquia,045_Apartadó,Casa,2728.0,1837.0,185.0,5.0,0.0,7.0,675.0,1.0,18.0,0.0
05_Antioquia,045_Apartadó,Apartamento,861.0,695.0,67.0,0.0,0.0,0.0,94.0,0.0,5.0,0.0
05_Antioquia,045_Apartadó,Tipo cuarto,369.0,216.0,11.0,2.0,0.0,2.0,121.0,1.0,16.0,0.0
05_Antioquia,045_Apartadó,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Otro tipo de vivienda (1),26.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
05_Antioquia,051_Arboletes,Total,727.0,160.0,1.0,0.0,0.0,3.0,558.0,2.0,3.0,0.0
05_Antioquia,051_Arboletes,Casa,706.0,150.0,1.0,0.0,0.0,2.0,549.0,2.0,2.0,0.0
05_Antioquia,051_Arboletes,Apartamento,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Tipo cuarto,14.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,055_Argelia,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Casa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Apartamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Total,75.0,70.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Casa,74.0,69.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Apartamento,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Total,1906.0,1687.0,50.0,4.0,0.0,71.0,91.0,1.0,2.0,0.0
05_Antioquia,079_Barbosa,Casa,1442.0,1284.0,34.0,3.0,0.0,69.0,50.0,1.0,1.0,0.0
05_Antioquia,079_Barbosa,Apartamento,409.0,367.0,12.0,1.0,0.0,1.0,28.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Tipo cuarto,54.0,36.0,4.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,086_Belmira,Total,89.0,54.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0
05_Antioquia,086_Belmira,Casa,85.0,50.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0
05_Antioquia,086_Belmira,Apartamento,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,086_Belmira,Tipo cuarto,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Total,3996.0,2560.0,78.0,67.0,3.0,31.0,1237.0,6.0,14.0,0.0
05_Antioquia,088_Bello,Casa,3100.0,1946.0,38.0,50.0,0.0,25.0,1026.0,4.0,11.0,0.0
05_Antioquia,088_Bello,Apartamento,844.0,594.0,40.0,15.0,1.0,4.0,188.0,1.0,1.0,0.0
05_Antioquia,088_Bello,Tipo cuarto,49.0,20.0,0.0,2.0,2.0,2.0,22.0,0.0,1.0,0.0
05_Antioquia,088_Bello,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
05_Antioquia,091_Betania,Total,26.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
05_Antioquia,091_Betania,Casa,26.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
05_Antioquia,091_Betania,Apartamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,091_Betania,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,091_Betania,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Total,354.0,191.0,18.0,1.0,0.0,141.0,3.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Casa,269.0,147.0,10.0,0.0,0.0,110.0,2.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Apartamento,73.0,38.0,7.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Tipo cuarto,8.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Otro tipo de vivienda (1),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Total,469.0,204.0,3.0,6.0,0.0,254.0,2.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Casa,373.0,161.0,1.0,6.0,0.0,204.0,1.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Apartamento,85.0,36.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Tipo cuarto,10.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Total,106.0,57.0,1.0,0.0,0.0,40.0,8.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Casa,101.0,54.0,0.0,0.0,0.0,39.0,8.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Apartamento,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Tipo cuarto,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Total,163.0,56.0,1.0,0.0,0.0,105.0,1.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Casa,153.0,49.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Apartamento,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Tipo cuarto,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Total,3346.0,2389.0,51.0,1.0,4.0,3.0,737.0,49.0,112.0,0.0
05_Antioquia,120_Cáceres,Casa,3050.0,2205.0,50.0,1.0,3.0,3.0,652.0,48.0,88.0,0.0
05_Antioquia,120_Cáceres,Apartamento,167.0,129.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Tipo cuarto,128.0,54.0,1.0,0.0,1.0,0.0,47.0,1.0,24.0,0.0
05_Antioquia,120_Cáceres,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Casa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Apartamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Total,3145.0,2355.0,16.0,88.0,0.0,553.0,116.0,1.0,15.0,1.0
05_Antioquia,129_Caldas,Casa,2026.0,1624.0,8.0,60.0,0.0,254.0,69.0,0.0,11.0,0.0
05_Antioquia,129_Caldas,Apartamento,994.0,659.0,6.0,26.0,0.0,289.0,13.0,1.0,0.0,0.0
05_Antioquia,129_Caldas,Tipo cuarto,122.0,70.0,2.0,2.0,0.0,10.0,34.0,0.0,4.0,0.0
05_Antioquia,129_Caldas,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,134_Campamento,Total,127.0,89.0,0.0,0.0,0.0,35.0,1.0,1.0,1.0,0.0
05_Antioquia,134_Campamento,Casa,125.0,88.0,0.0,0.0,0.0,34.0,1.0,1.0,1.0,0.0
05_Antioquia,134_Campamento,Apartamento,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Total,329.0,250.0,6.0,1.0,0.0,62.0,5.0,2.0,3.0,0.0
05_Antioquia,138_Cañasgordas,Casa,282.0,219.0,6.0,1.0,0.0,51.0,3.0,2.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Apartamento,41.0,29.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Tipo cuarto,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
05_Antioquia,138_Cañasgordas,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Casa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Apartamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Total,94.0,29.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Casa,91.0,26.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Apartamento,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Total,1886.0,1482.0,5.0,3.0,0.0,0.0,393.0,0.0,3.0,0.0
05_Antioquia,147_Carepa,Casa,1507.0,1181.0,4.0,2.0,0.0,0.0,318.0,0.0,2.0,0.0
05_Antioquia,147_Carepa,Apartamento,297.0,241.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Tipo cuarto,80.0,59.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,148_El Carmen De Viboral,Total,398.0,370.0,10.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Casa,372.0,346.0,9.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Apartamento,18.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Tipo cuarto,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Casa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Apartamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Tipo cuarto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,154_Caucasia,Total,1614.0,777.0,16.0,2.0,2.0,1.0,644.0,17.0,154.0,1.0
05_Antioquia,154_Caucasia,Casa,1339.0,693.0,15.0,2.0,2.0,1.0,530.0,9.0,87.0,0.0
05_Antioquia,154_Caucasia,Apartamento,73.0,57.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0
05_Antioquia,154_Caucasia,Tipo cuarto,158.0,25.0,1.0,0.0,0.0,0.0,77.0,4.0,51.0,0.0
05_Antioquia,154_Caucasia,Vivienda tradicional indígena,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
05_Antioquia,154_Caucasia,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
05_Antioquia,154_Caucasia,Otro tipo de vivienda (1),21.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,14.0,1.0
05_Antioquia,172_Chigorodó,Total,355.0,160.0,0.0,33.0,0.0,0.0,160.0,0.0,2.0,0.0
05_Antioquia,172_Chigorodó,Casa,303.0,136.0,0.0,32.0,0.0,0.0,135.0,0.0,0.0,0.0
