Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso) y tipo de vivienda",Total.1,"Bloque, ladrillo, piedra, madera pulida.1",Concreto vaciado.1,Material prefabricado.1,Guadua.1,"Tapia pisada, bahareque, adobe.1","Madera burda, tabla, tablón.1","Caña, esterilla, otros vegetales.1","Materiales de desecho (Zinc, tela, cartón, latas, plásticos, otros).1",Sin paredes.1
05_Antioquia,031_Amalfi,Otro tipo de vivienda (1),16.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0
05_Antioquia,034_Andes,Total,6123.0,5520.0,256.0,14.0,6.0,313.0,10.0,1.0,3.0,0.0
05_Antioquia,034_Andes,Casa,2614.0,2191.0,163.0,9.0,5.0,238.0,7.0,0.0,1.0,0.0
05_Antioquia,034_Andes,Apartamento,3353.0,3196.0,89.0,5.0,0.0,61.0,1.0,1.0,0.0,0.0
05_Antioquia,034_Andes,Tipo cuarto,153.0,132.0,4.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0
05_Antioquia,034_Andes,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,034_Andes,Otro tipo de vivienda (1),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
05_Antioquia,036_Angelópolis,Total,703.0,495.0,21.0,5.0,0.0,164.0,15.0,0.0,3.0,0.0
05_Antioquia,036_Angelópolis,Casa,412.0,270.0,12.0,4.0,0.0,108.0,15.0,0.0,3.0,0.0
05_Antioquia,036_Angelópolis,Apartamento,289.0,224.0,9.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0
05_Antioquia,036_Angelópolis,Tipo cuarto,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,036_Angelópolis,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,038_Angostura,Total,835.0,494.0,51.0,4.0,1.0,283.0,1.0,1.0,0.0,0.0
05_Antioquia,038_Angostura,Casa,648.0,344.0,40.0,1.0,0.0,262.0,1.0,0.0,0.0,0.0
05_Antioquia,038_Angostura,Apartamento,180.0,146.0,11.0,3.0,1.0,18.0,0.0,1.0,0.0,0.0
05_Antioquia,038_Angostura,Tipo cuarto,7.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,038_Angostura,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,040_Anorí,Total,2220.0,2000.0,38.0,35.0,0.0,81.0,57.0,0.0,9.0,0.0
05_Antioquia,040_Anorí,Casa,1380.0,1213.0,25.0,23.0,0.0,68.0,44.0,0.0,7.0,0.0
05_Antioquia,040_Anorí,Apartamento,759.0,725.0,10.0,12.0,0.0,11.0,1.0,0.0,0.0,0.0
05_Antioquia,040_Anorí,Tipo cuarto,81.0,62.0,3.0,0.0,0.0,2.0,12.0,0.0,2.0,0.0
05_Antioquia,040_Anorí,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,040_Anorí,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Total,5331.0,3638.0,135.0,42.0,6.0,1445.0,52.0,0.0,11.0,2.0
05_Antioquia,042_Santa Fé De Antioquia,Casa,3614.0,2326.0,35.0,27.0,5.0,1171.0,43.0,0.0,7.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Apartamento,1522.0,1174.0,91.0,13.0,0.0,241.0,2.0,0.0,1.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Tipo cuarto,184.0,135.0,8.0,0.0,1.0,33.0,6.0,0.0,1.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Vivienda tradicional étnica,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Otro tipo de vivienda (1),9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
05_Antioquia,044_Anzá,Total,456.0,413.0,21.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0
05_Antioquia,044_Anzá,Casa,365.0,327.0,18.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0
05_Antioquia,044_Anzá,Apartamento,62.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,044_Anzá,Tipo cuarto,29.0,26.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,044_Anzá,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Total,28287.0,25189.0,1333.0,37.0,4.0,19.0,1684.0,0.0,20.0,1.0
05_Antioquia,045_Apartadó,Casa,11944.0,10490.0,562.0,23.0,3.0,12.0,849.0,0.0,5.0,0.0
05_Antioquia,045_Apartadó,Apartamento,13861.0,12671.0,671.0,10.0,0.0,6.0,503.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Tipo cuarto,2462.0,2021.0,98.0,4.0,0.0,1.0,327.0,0.0,11.0,0.0
05_Antioquia,045_Apartadó,Vivienda tradicional indígena,7.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
05_Antioquia,045_Apartadó,Vivienda tradicional étnica,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Otro tipo de vivienda (1),9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
05_Antioquia,051_Arboletes,Total,2818.0,2184.0,35.0,9.0,1.0,5.0,578.0,5.0,1.0,0.0
05_Antioquia,051_Arboletes,Casa,2159.0,1586.0,21.0,8.0,1.0,5.0,533.0,4.0,1.0,0.0
05_Antioquia,051_Arboletes,Apartamento,613.0,566.0,12.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0
05_Antioquia,051_Arboletes,Tipo cuarto,45.0,32.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Total,1110.0,1011.0,39.0,4.0,0.0,32.0,22.0,0.0,2.0,0.0
05_Antioquia,055_Argelia,Casa,906.0,821.0,32.0,3.0,0.0,28.0,21.0,0.0,1.0,0.0
05_Antioquia,055_Argelia,Apartamento,191.0,182.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Tipo cuarto,13.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
05_Antioquia,055_Argelia,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,055_Argelia,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Total,512.0,455.0,7.0,9.0,0.0,40.0,0.0,1.0,0.0,0.0
05_Antioquia,059_Armenia,Casa,404.0,356.0,5.0,4.0,0.0,38.0,0.0,1.0,0.0,0.0
05_Antioquia,059_Armenia,Apartamento,91.0,88.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Tipo cuarto,17.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Total,7204.0,5636.0,1162.0,15.0,3.0,358.0,26.0,1.0,3.0,0.0
05_Antioquia,079_Barbosa,Casa,2507.0,1999.0,294.0,12.0,3.0,177.0,19.0,1.0,2.0,0.0
05_Antioquia,079_Barbosa,Apartamento,4579.0,3564.0,847.0,1.0,0.0,162.0,5.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Tipo cuarto,115.0,73.0,19.0,2.0,0.0,19.0,2.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,086_Belmira,Total,497.0,348.0,8.0,3.0,0.0,136.0,1.0,0.0,1.0,0.0
05_Antioquia,086_Belmira,Casa,427.0,292.0,2.0,3.0,0.0,129.0,1.0,0.0,0.0,0.0
05_Antioquia,086_Belmira,Apartamento,59.0,47.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
05_Antioquia,086_Belmira,Tipo cuarto,11.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Total,148141.0,124280.0,20584.0,616.0,7.0,479.0,2080.0,18.0,72.0,5.0
05_Antioquia,088_Bello,Casa,40813.0,34271.0,4445.0,205.0,3.0,339.0,1507.0,14.0,29.0,0.0
05_Antioquia,088_Bello,Apartamento,104365.0,87586.0,15831.0,391.0,4.0,117.0,419.0,1.0,16.0,0.0
05_Antioquia,088_Bello,Tipo cuarto,2880.0,2399.0,300.0,18.0,0.0,19.0,132.0,3.0,9.0,0.0
05_Antioquia,088_Bello,Vivienda tradicional indígena,7.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0
05_Antioquia,088_Bello,Vivienda tradicional étnica,13.0,3.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
05_Antioquia,088_Bello,Otro tipo de vivienda (1),63.0,20.0,4.0,1.0,0.0,2.0,15.0,0.0,17.0,4.0
05_Antioquia,091_Betania,Total,1128.0,442.0,18.0,23.0,1.0,636.0,5.0,3.0,0.0,0.0
05_Antioquia,091_Betania,Casa,660.0,297.0,11.0,19.0,0.0,330.0,2.0,1.0,0.0,0.0
05_Antioquia,091_Betania,Apartamento,440.0,137.0,7.0,4.0,1.0,286.0,3.0,2.0,0.0,0.0
05_Antioquia,091_Betania,Tipo cuarto,28.0,8.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
05_Antioquia,091_Betania,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Total,1414.0,968.0,87.0,9.0,0.0,345.0,4.0,1.0,0.0,0.0
05_Antioquia,093_Betulia,Casa,812.0,553.0,33.0,7.0,0.0,215.0,4.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Apartamento,562.0,393.0,49.0,2.0,0.0,118.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Tipo cuarto,40.0,22.0,5.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0
05_Antioquia,093_Betulia,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Total,4874.0,3165.0,209.0,14.0,1.0,1471.0,9.0,2.0,3.0,0.0
05_Antioquia,101_Ciudad Bolívar,Casa,2203.0,1363.0,29.0,6.0,1.0,803.0,1.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Apartamento,2527.0,1718.0,174.0,8.0,0.0,622.0,3.0,1.0,1.0,0.0
05_Antioquia,101_Ciudad Bolívar,Tipo cuarto,141.0,84.0,4.0,0.0,0.0,46.0,5.0,1.0,1.0,0.0
05_Antioquia,101_Ciudad Bolívar,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,107_Briceño,Total,834.0,785.0,16.0,1.0,0.0,21.0,4.0,0.0,7.0,0.0
05_Antioquia,107_Briceño,Casa,564.0,536.0,10.0,0.0,0.0,15.0,1.0,0.0,2.0,0.0
05_Antioquia,107_Briceño,Apartamento,228.0,216.0,5.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Tipo cuarto,35.0,31.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Otro tipo de vivienda (1),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
05_Antioquia,113_Buriticá,Total,631.0,276.0,13.0,13.0,0.0,307.0,21.0,0.0,1.0,0.0
05_Antioquia,113_Buriticá,Casa,366.0,118.0,6.0,5.0,0.0,227.0,9.0,0.0,1.0,0.0
05_Antioquia,113_Buriticá,Apartamento,233.0,151.0,5.0,8.0,0.0,64.0,5.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Tipo cuarto,32.0,7.0,2.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Total,1479.0,1139.0,16.0,7.0,0.0,8.0,279.0,3.0,27.0,0.0
05_Antioquia,120_Cáceres,Casa,1276.0,976.0,14.0,7.0,0.0,8.0,243.0,3.0,25.0,0.0
05_Antioquia,120_Cáceres,Apartamento,128.0,110.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Tipo cuarto,73.0,51.0,1.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0
05_Antioquia,120_Cáceres,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Otro tipo de vivienda (1),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Total,544.0,216.0,9.0,5.0,1.0,307.0,5.0,1.0,0.0,0.0
05_Antioquia,125_Caicedo,Casa,360.0,142.0,5.0,1.0,0.0,207.0,5.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Apartamento,157.0,68.0,4.0,4.0,0.0,81.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Tipo cuarto,27.0,6.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0
05_Antioquia,125_Caicedo,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Total,19526.0,16815.0,1767.0,82.0,1.0,843.0,13.0,3.0,2.0,0.0
05_Antioquia,129_Caldas,Casa,4370.0,3998.0,229.0,26.0,1.0,108.0,5.0,2.0,1.0,0.0
05_Antioquia,129_Caldas,Apartamento,14945.0,12660.0,1506.0,53.0,0.0,720.0,5.0,1.0,0.0,0.0
05_Antioquia,129_Caldas,Tipo cuarto,202.0,149.0,32.0,3.0,0.0,15.0,3.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Otro tipo de vivienda (1),8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,134_Campamento,Total,789.0,484.0,37.0,2.0,0.0,263.0,3.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Casa,560.0,304.0,19.0,1.0,0.0,233.0,3.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Apartamento,202.0,169.0,17.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Tipo cuarto,27.0,11.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Total,1639.0,1420.0,139.0,2.0,3.0,68.0,7.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Casa,1086.0,946.0,80.0,1.0,0.0,57.0,2.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Apartamento,510.0,441.0,57.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Tipo cuarto,40.0,32.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Total,943.0,762.0,161.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Casa,762.0,620.0,122.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Apartamento,173.0,136.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Tipo cuarto,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Total,734.0,285.0,29.0,17.0,1.0,400.0,1.0,1.0,0.0,0.0
05_Antioquia,145_Caramanta,Casa,665.0,257.0,20.0,14.0,1.0,371.0,1.0,1.0,0.0,0.0
05_Antioquia,145_Caramanta,Apartamento,60.0,24.0,9.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Tipo cuarto,7.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Total,9895.0,8249.0,713.0,18.0,2.0,9.0,888.0,1.0,14.0,1.0
05_Antioquia,147_Carepa,Casa,6268.0,4998.0,517.0,12.0,2.0,7.0,723.0,1.0,8.0,0.0
05_Antioquia,147_Carepa,Apartamento,3033.0,2807.0,146.0,4.0,0.0,0.0,76.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Tipo cuarto,572.0,430.0,49.0,2.0,0.0,1.0,86.0,0.0,4.0,0.0
05_Antioquia,147_Carepa,Vivienda tradicional étnica,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Otro tipo de vivienda (1),17.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0
05_Antioquia,148_El Carmen De Viboral,Total,10131.0,9815.0,178.0,10.0,0.0,120.0,8.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Casa,5621.0,5440.0,72.0,8.0,0.0,97.0,4.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Apartamento,4383.0,4257.0,103.0,2.0,0.0,19.0,2.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Tipo cuarto,127.0,118.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Total,999.0,465.0,28.0,3.0,0.0,499.0,2.0,1.0,1.0,0.0
05_Antioquia,150_Carolina,Casa,892.0,401.0,24.0,3.0,0.0,461.0,2.0,1.0,0.0,0.0
05_Antioquia,150_Carolina,Apartamento,88.0,54.0,3.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Tipo cuarto,18.0,10.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,154_Caucasia,Total,21500.0,18108.0,1017.0,39.0,2.0,23.0,2205.0,8.0,97.0,1.0
05_Antioquia,154_Caucasia,Casa,14023.0,11484.0,591.0,28.0,2.0,17.0,1826.0,8.0,67.0,0.0
05_Antioquia,154_Caucasia,Apartamento,6342.0,5832.0,309.0,7.0,0.0,2.0,184.0,0.0,8.0,0.0
05_Antioquia,154_Caucasia,Tipo cuarto,1113.0,779.0,117.0,4.0,0.0,3.0,193.0,0.0,17.0,0.0
05_Antioquia,154_Caucasia,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,154_Caucasia,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,154_Caucasia,Otro tipo de vivienda (1),21.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0
