Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso) y tipo de vivienda",Total.3,"Bloque, ladrillo, piedra, madera pulida.3",Concreto vaciado.3,Material prefabricado.3,Guadua.3,"Tapia pisada, bahareque, adobe.3","Madera burda, tabla, tablón.3","Caña, esterilla, otros vegetales.3","Materiales de desecho (Zinc, tela, cartón, latas, plásticos, otros).3",Sin paredes.3
05_Antioquia,002_Abejorral,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,002_Abejorral,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,004_Abriaquí,Total,420.0,253.0,2.0,2.0,1.0,55.0,105.0,0.0,2.0,0.0
05_Antioquia,004_Abriaquí,Casa,413.0,251.0,2.0,2.0,1.0,54.0,102.0,0.0,1.0,0.0
05_Antioquia,004_Abriaquí,Apartamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,004_Abriaquí,Tipo cuarto,7.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0
05_Antioquia,004_Abriaquí,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,021_Alejandría,Total,561.0,433.0,0.0,8.0,0.0,66.0,53.0,0.0,1.0,0.0
05_Antioquia,021_Alejandría,Casa,549.0,425.0,0.0,8.0,0.0,65.0,51.0,0.0,0.0,0.0
05_Antioquia,021_Alejandría,Apartamento,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,021_Alejandría,Tipo cuarto,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
05_Antioquia,021_Alejandría,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,030_Amagá,Total,1893.0,1117.0,55.0,20.0,4.0,668.0,24.0,2.0,3.0,0.0
05_Antioquia,030_Amagá,Casa,1803.0,1075.0,49.0,20.0,2.0,631.0,22.0,1.0,3.0,0.0
05_Antioquia,030_Amagá,Apartamento,67.0,37.0,4.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0
05_Antioquia,030_Amagá,Tipo cuarto,19.0,5.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
05_Antioquia,030_Amagá,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,030_Amagá,Otro tipo de vivienda (1),4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
05_Antioquia,031_Amalfi,Total,2702.0,818.0,1.0,27.0,5.0,291.0,1367.0,7.0,185.0,1.0
05_Antioquia,031_Amalfi,Casa,2351.0,792.0,1.0,27.0,5.0,283.0,1179.0,5.0,59.0,0.0
05_Antioquia,031_Amalfi,Apartamento,38.0,15.0,0.0,0.0,0.0,3.0,19.0,0.0,1.0,0.0
05_Antioquia,031_Amalfi,Tipo cuarto,157.0,11.0,0.0,0.0,0.0,5.0,119.0,2.0,20.0,0.0
05_Antioquia,031_Amalfi,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,031_Amalfi,Otro tipo de vivienda (1),155.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,105.0,1.0
05_Antioquia,034_Andes,Total,4824.0,4075.0,100.0,10.0,2.0,459.0,151.0,3.0,24.0,0.0
05_Antioquia,034_Andes,Casa,4608.0,3916.0,96.0,9.0,2.0,446.0,124.0,2.0,13.0,0.0
05_Antioquia,034_Andes,Apartamento,92.0,85.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
05_Antioquia,034_Andes,Tipo cuarto,87.0,72.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,0.0
05_Antioquia,034_Andes,Vivienda tradicional indígena,35.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,9.0,0.0
05_Antioquia,034_Andes,Otro tipo de vivienda (1),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,036_Angelópolis,Total,691.0,467.0,5.0,13.0,0.0,182.0,23.0,0.0,1.0,0.0
05_Antioquia,036_Angelópolis,Casa,652.0,443.0,4.0,13.0,0.0,171.0,21.0,0.0,0.0,0.0
05_Antioquia,036_Angelópolis,Apartamento,30.0,20.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0
05_Antioquia,036_Angelópolis,Tipo cuarto,7.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
05_Antioquia,036_Angelópolis,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,038_Angostura,Total,2176.0,750.0,8.0,9.0,1.0,1384.0,19.0,2.0,3.0,0.0
05_Antioquia,038_Angostura,Casa,2136.0,736.0,8.0,7.0,1.0,1365.0,17.0,2.0,0.0,0.0
05_Antioquia,038_Angostura,Apartamento,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,038_Angostura,Tipo cuarto,32.0,11.0,0.0,2.0,0.0,16.0,2.0,0.0,1.0,0.0
05_Antioquia,038_Angostura,Otro tipo de vivienda (1),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
05_Antioquia,040_Anorí,Total,2188.0,763.0,4.0,9.0,11.0,215.0,1095.0,2.0,89.0,0.0
05_Antioquia,040_Anorí,Casa,2003.0,729.0,4.0,9.0,5.0,213.0,1010.0,1.0,32.0,0.0
05_Antioquia,040_Anorí,Apartamento,16.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
05_Antioquia,040_Anorí,Tipo cuarto,157.0,23.0,0.0,0.0,0.0,2.0,75.0,1.0,56.0,0.0
05_Antioquia,040_Anorí,Vivienda tradicional indígena,10.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0
05_Antioquia,040_Anorí,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Total,2165.0,682.0,28.0,49.0,6.0,1339.0,52.0,4.0,5.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Casa,2151.0,679.0,27.0,47.0,6.0,1333.0,50.0,4.0,5.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Apartamento,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Tipo cuarto,9.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,042_Santa Fé De Antioquia,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,044_Anzá,Total,1387.0,930.0,4.0,9.0,1.0,387.0,45.0,10.0,1.0,0.0
05_Antioquia,044_Anzá,Casa,1357.0,916.0,4.0,9.0,1.0,376.0,44.0,6.0,1.0,0.0
05_Antioquia,044_Anzá,Apartamento,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,044_Anzá,Tipo cuarto,26.0,11.0,0.0,0.0,0.0,10.0,1.0,4.0,0.0,0.0
05_Antioquia,044_Anzá,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Total,2318.0,841.0,134.0,5.0,1.0,9.0,1302.0,3.0,15.0,8.0
05_Antioquia,045_Apartadó,Casa,1783.0,568.0,95.0,2.0,1.0,5.0,1099.0,3.0,10.0,0.0
05_Antioquia,045_Apartadó,Apartamento,261.0,187.0,36.0,1.0,0.0,0.0,36.0,0.0,1.0,0.0
05_Antioquia,045_Apartadó,Tipo cuarto,196.0,78.0,3.0,2.0,0.0,2.0,108.0,0.0,3.0,0.0
05_Antioquia,045_Apartadó,Vivienda tradicional indígena,66.0,4.0,0.0,0.0,0.0,2.0,52.0,0.0,0.0,8.0
05_Antioquia,045_Apartadó,Vivienda tradicional étnica,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05_Antioquia,045_Apartadó,Otro tipo de vivienda (1),7.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
05_Antioquia,051_Arboletes,Total,3728.0,314.0,7.0,6.0,0.0,5.0,3375.0,4.0,17.0,0.0
05_Antioquia,051_Arboletes,Casa,3675.0,304.0,7.0,6.0,0.0,4.0,3336.0,3.0,15.0,0.0
05_Antioquia,051_Arboletes,Apartamento,12.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Tipo cuarto,36.0,2.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0,0.0
05_Antioquia,051_Arboletes,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
05_Antioquia,051_Arboletes,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,055_Argelia,Total,1135.0,882.0,3.0,2.0,6.0,40.0,185.0,13.0,4.0,0.0
05_Antioquia,055_Argelia,Casa,1109.0,869.0,3.0,2.0,6.0,36.0,181.0,10.0,2.0,0.0
05_Antioquia,055_Argelia,Apartamento,10.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
05_Antioquia,055_Argelia,Tipo cuarto,13.0,7.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0
05_Antioquia,055_Argelia,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
05_Antioquia,055_Argelia,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,059_Armenia,Total,786.0,750.0,1.0,4.0,0.0,30.0,1.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Casa,769.0,733.0,1.0,4.0,0.0,30.0,1.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Apartamento,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,059_Armenia,Tipo cuarto,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Total,6805.0,5638.0,303.0,191.0,19.0,586.0,52.0,4.0,12.0,0.0
05_Antioquia,079_Barbosa,Casa,6574.0,5438.0,298.0,190.0,19.0,574.0,43.0,4.0,8.0,0.0
05_Antioquia,079_Barbosa,Apartamento,143.0,129.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0
05_Antioquia,079_Barbosa,Tipo cuarto,84.0,69.0,0.0,0.0,0.0,6.0,8.0,0.0,1.0,0.0
05_Antioquia,079_Barbosa,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,079_Barbosa,Otro tipo de vivienda (1),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
05_Antioquia,086_Belmira,Total,956.0,301.0,1.0,28.0,1.0,576.0,48.0,0.0,1.0,0.0
05_Antioquia,086_Belmira,Casa,932.0,290.0,1.0,28.0,1.0,565.0,46.0,0.0,1.0,0.0
05_Antioquia,086_Belmira,Apartamento,19.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
05_Antioquia,086_Belmira,Tipo cuarto,5.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Total,2892.0,2516.0,36.0,71.0,3.0,64.0,192.0,1.0,8.0,1.0
05_Antioquia,088_Bello,Casa,2494.0,2190.0,17.0,58.0,3.0,57.0,161.0,0.0,8.0,0.0
05_Antioquia,088_Bello,Apartamento,278.0,243.0,15.0,12.0,0.0,3.0,5.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Tipo cuarto,111.0,77.0,3.0,1.0,0.0,3.0,26.0,1.0,0.0,0.0
05_Antioquia,088_Bello,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,088_Bello,Otro tipo de vivienda (1),8.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
05_Antioquia,091_Betania,Total,1439.0,684.0,4.0,5.0,0.0,680.0,32.0,30.0,4.0,0.0
05_Antioquia,091_Betania,Casa,1396.0,671.0,4.0,5.0,0.0,655.0,29.0,29.0,3.0,0.0
05_Antioquia,091_Betania,Apartamento,19.0,10.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0
05_Antioquia,091_Betania,Tipo cuarto,23.0,3.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0
05_Antioquia,091_Betania,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Total,2941.0,1201.0,21.0,9.0,2.0,1610.0,86.0,4.0,8.0,0.0
05_Antioquia,093_Betulia,Casa,2858.0,1172.0,20.0,9.0,2.0,1561.0,83.0,3.0,8.0,0.0
05_Antioquia,093_Betulia,Apartamento,45.0,15.0,1.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Tipo cuarto,38.0,14.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0
05_Antioquia,093_Betulia,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,093_Betulia,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Total,1992.0,666.0,5.0,21.0,1.0,1255.0,32.0,2.0,10.0,0.0
05_Antioquia,101_Ciudad Bolívar,Casa,1899.0,627.0,5.0,20.0,1.0,1216.0,23.0,2.0,5.0,0.0
05_Antioquia,101_Ciudad Bolívar,Apartamento,65.0,32.0,0.0,1.0,0.0,29.0,1.0,0.0,2.0,0.0
05_Antioquia,101_Ciudad Bolívar,Tipo cuarto,19.0,6.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Vivienda tradicional indígena,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
05_Antioquia,101_Ciudad Bolívar,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Total,974.0,482.0,5.0,7.0,2.0,316.0,143.0,3.0,16.0,0.0
05_Antioquia,107_Briceño,Casa,959.0,475.0,4.0,7.0,2.0,313.0,141.0,3.0,14.0,0.0
05_Antioquia,107_Briceño,Apartamento,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Tipo cuarto,12.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
05_Antioquia,107_Briceño,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
05_Antioquia,113_Buriticá,Total,1368.0,328.0,29.0,13.0,0.0,962.0,33.0,0.0,3.0,0.0
05_Antioquia,113_Buriticá,Casa,1320.0,315.0,24.0,11.0,0.0,940.0,28.0,0.0,2.0,0.0
05_Antioquia,113_Buriticá,Apartamento,12.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Tipo cuarto,35.0,9.0,1.0,0.0,0.0,19.0,5.0,0.0,1.0,0.0
05_Antioquia,113_Buriticá,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Total,2690.0,432.0,2.0,8.0,1.0,7.0,1945.0,71.0,224.0,0.0
05_Antioquia,120_Cáceres,Casa,2604.0,417.0,2.0,8.0,1.0,6.0,1892.0,70.0,208.0,0.0
05_Antioquia,120_Cáceres,Apartamento,19.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0
05_Antioquia,120_Cáceres,Tipo cuarto,60.0,7.0,0.0,0.0,0.0,1.0,38.0,1.0,13.0,0.0
05_Antioquia,120_Cáceres,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Vivienda tradicional étnica,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,120_Cáceres,Otro tipo de vivienda (1),4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Total,1679.0,154.0,0.0,5.0,0.0,1497.0,19.0,1.0,3.0,0.0
05_Antioquia,125_Caicedo,Casa,1588.0,148.0,0.0,5.0,0.0,1418.0,16.0,0.0,1.0,0.0
05_Antioquia,125_Caicedo,Apartamento,13.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Tipo cuarto,77.0,4.0,0.0,0.0,0.0,68.0,2.0,1.0,2.0,0.0
05_Antioquia,125_Caicedo,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Total,1492.0,1097.0,20.0,55.0,0.0,286.0,28.0,0.0,6.0,0.0
05_Antioquia,129_Caldas,Casa,1298.0,970.0,15.0,48.0,0.0,239.0,22.0,0.0,4.0,0.0
05_Antioquia,129_Caldas,Apartamento,153.0,97.0,4.0,5.0,0.0,43.0,4.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Tipo cuarto,40.0,30.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0
05_Antioquia,129_Caldas,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Vivienda tradicional étnica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,129_Caldas,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,134_Campamento,Total,1271.0,578.0,2.0,0.0,0.0,548.0,130.0,4.0,9.0,0.0
05_Antioquia,134_Campamento,Casa,1255.0,570.0,2.0,0.0,0.0,542.0,130.0,4.0,7.0,0.0
05_Antioquia,134_Campamento,Apartamento,8.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Tipo cuarto,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Otro tipo de vivienda (1),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
05_Antioquia,138_Cañasgordas,Total,2393.0,940.0,43.0,7.0,3.0,1260.0,90.0,31.0,19.0,0.0
05_Antioquia,138_Cañasgordas,Casa,2318.0,912.0,43.0,7.0,3.0,1241.0,74.0,28.0,10.0,0.0
05_Antioquia,138_Cañasgordas,Apartamento,37.0,22.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0
05_Antioquia,138_Cañasgordas,Tipo cuarto,22.0,3.0,0.0,0.0,0.0,10.0,6.0,0.0,3.0,0.0
05_Antioquia,138_Cañasgordas,Vivienda tradicional indígena,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
05_Antioquia,138_Cañasgordas,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Otro tipo de vivienda (1),9.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
05_Antioquia,142_Caracolí,Total,540.0,367.0,7.0,5.0,0.0,39.0,120.0,0.0,2.0,0.0
05_Antioquia,142_Caracolí,Casa,528.0,358.0,7.0,5.0,0.0,37.0,119.0,0.0,2.0,0.0
05_Antioquia,142_Caracolí,Apartamento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Tipo cuarto,11.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Total,678.0,227.0,2.0,6.0,1.0,428.0,9.0,1.0,4.0,0.0
05_Antioquia,145_Caramanta,Casa,673.0,227.0,2.0,6.0,0.0,424.0,9.0,1.0,4.0,0.0
05_Antioquia,145_Caramanta,Apartamento,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Tipo cuarto,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Vivienda tradicional indígena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Otro tipo de vivienda (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Total,2021.0,1007.0,16.0,5.0,0.0,0.0,954.0,8.0,30.0,1.0
05_Antioquia,147_Carepa,Casa,1849.0,917.0,12.0,4.0,0.0,0.0,880.0,8.0,28.0,0.0
05_Antioquia,147_Carepa,Apartamento,108.0,60.0,4.0,1.0,0.0,0.0,41.0,0.0,2.0,0.0
05_Antioquia,147_Carepa,Tipo cuarto,58.0,25.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Otro tipo de vivienda (1),5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
05_Antioquia,148_El Carmen De Viboral,Total,5907.0,4579.0,81.0,52.0,4.0,1086.0,100.0,1.0,4.0,0.0
05_Antioquia,148_El Carmen De Viboral,Casa,4991.0,3921.0,76.0,50.0,4.0,845.0,91.0,1.0,3.0,0.0
05_Antioquia,148_El Carmen De Viboral,Apartamento,643.0,442.0,5.0,1.0,0.0,189.0,6.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Tipo cuarto,272.0,216.0,0.0,1.0,0.0,52.0,3.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05_Antioquia,150_Carolina,Total,259.0,168.0,3.0,17.0,1.0,67.0,2.0,1.0,0.0,0.0
05_Antioquia,150_Carolina,Casa,251.0,164.0,3.0,16.0,1.0,66.0,1.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Apartamento,6.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Tipo cuarto,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05_Antioquia,154_Caucasia,Total,1391.0,362.0,10.0,3.0,1.0,3.0,908.0,37.0,67.0,0.0
05_Antioquia,154_Caucasia,Casa,1260.0,339.0,6.0,2.0,1.0,3.0,829.0,30.0,50.0,0.0
05_Antioquia,154_Caucasia,Apartamento,14.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
05_Antioquia,154_Caucasia,Tipo cuarto,79.0,13.0,1.0,0.0,0.0,0.0,51.0,3.0,11.0,0.0
05_Antioquia,154_Caucasia,Vivienda tradicional indígena,30.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,3.0,0.0
05_Antioquia,154_Caucasia,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
05_Antioquia,154_Caucasia,Otro tipo de vivienda (1),6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
05_Antioquia,172_Chigorodó,Total,2103.0,876.0,18.0,2.0,0.0,10.0,1149.0,7.0,41.0,0.0
