Departamento,Municipio,Area,Total,1,2,3,4,5,>6
05_Antioquia,093_Betulia,Rural disperso,2941.0,2912.0,28.0,1.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Total municipal,7335.0,7208.0,103.0,17.0,5.0,2.0,0.0
05_Antioquia,101_Ciudad Bolívar,Cabecera,4874.0,4785.0,69.0,14.0,4.0,2.0,0.0
05_Antioquia,101_Ciudad Bolívar,Centro poblado,469.0,461.0,7.0,1.0,0.0,0.0,0.0
05_Antioquia,101_Ciudad Bolívar,Rural disperso,1992.0,1962.0,27.0,2.0,1.0,0.0,0.0
05_Antioquia,107_Briceño,Total municipal,1914.0,1815.0,84.0,11.0,4.0,0.0,0.0
05_Antioquia,107_Briceño,Cabecera,834.0,786.0,40.0,6.0,2.0,0.0,0.0
05_Antioquia,107_Briceño,Centro poblado,106.0,104.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,107_Briceño,Rural disperso,974.0,925.0,42.0,5.0,2.0,0.0,0.0
05_Antioquia,113_Buriticá,Total municipal,2162.0,2120.0,33.0,8.0,1.0,0.0,0.0
05_Antioquia,113_Buriticá,Cabecera,631.0,610.0,16.0,4.0,1.0,0.0,0.0
05_Antioquia,113_Buriticá,Centro poblado,163.0,161.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,113_Buriticá,Rural disperso,1368.0,1349.0,15.0,4.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Total municipal,7515.0,7446.0,61.0,6.0,2.0,0.0,0.0
05_Antioquia,120_Cáceres,Cabecera,1479.0,1472.0,6.0,1.0,0.0,0.0,0.0
05_Antioquia,120_Cáceres,Centro poblado,3346.0,3293.0,47.0,4.0,2.0,0.0,0.0
05_Antioquia,120_Cáceres,Rural disperso,2690.0,2681.0,8.0,1.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Total municipal,2223.0,2154.0,66.0,2.0,1.0,0.0,0.0
05_Antioquia,125_Caicedo,Cabecera,544.0,532.0,12.0,0.0,0.0,0.0,0.0
05_Antioquia,125_Caicedo,Rural disperso,1679.0,1622.0,54.0,2.0,1.0,0.0,0.0
05_Antioquia,129_Caldas,Total municipal,24163.0,23916.0,200.0,33.0,11.0,2.0,1.0
05_Antioquia,129_Caldas,Cabecera,19526.0,19342.0,152.0,23.0,9.0,0.0,0.0
05_Antioquia,129_Caldas,Centro poblado,3145.0,3110.0,31.0,2.0,0.0,1.0,1.0
05_Antioquia,129_Caldas,Rural disperso,1492.0,1464.0,17.0,8.0,2.0,1.0,0.0
05_Antioquia,134_Campamento,Total municipal,2187.0,2164.0,22.0,1.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Cabecera,789.0,785.0,3.0,1.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Centro poblado,127.0,124.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,134_Campamento,Rural disperso,1271.0,1255.0,16.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Total municipal,4361.0,4315.0,36.0,9.0,1.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Cabecera,1639.0,1618.0,17.0,3.0,1.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Centro poblado,329.0,327.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,138_Cañasgordas,Rural disperso,2393.0,2370.0,17.0,6.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Total municipal,1483.0,1466.0,17.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Cabecera,943.0,931.0,12.0,0.0,0.0,0.0,0.0
05_Antioquia,142_Caracolí,Rural disperso,540.0,535.0,5.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Total municipal,1506.0,1490.0,14.0,0.0,2.0,0.0,0.0
05_Antioquia,145_Caramanta,Cabecera,734.0,728.0,5.0,0.0,1.0,0.0,0.0
05_Antioquia,145_Caramanta,Centro poblado,94.0,89.0,5.0,0.0,0.0,0.0,0.0
05_Antioquia,145_Caramanta,Rural disperso,678.0,673.0,4.0,0.0,1.0,0.0,0.0
05_Antioquia,147_Carepa,Total municipal,13802.0,13606.0,170.0,21.0,5.0,0.0,0.0
05_Antioquia,147_Carepa,Cabecera,9895.0,9769.0,107.0,14.0,5.0,0.0,0.0
05_Antioquia,147_Carepa,Centro poblado,1886.0,1839.0,43.0,4.0,0.0,0.0,0.0
05_Antioquia,147_Carepa,Rural disperso,2021.0,1998.0,20.0,3.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Total municipal,16436.0,16034.0,351.0,38.0,12.0,0.0,1.0
05_Antioquia,148_El Carmen De Viboral,Cabecera,10131.0,9854.0,237.0,29.0,10.0,0.0,1.0
05_Antioquia,148_El Carmen De Viboral,Centro poblado,398.0,386.0,11.0,1.0,0.0,0.0,0.0
05_Antioquia,148_El Carmen De Viboral,Rural disperso,5907.0,5794.0,103.0,8.0,2.0,0.0,0.0
05_Antioquia,150_Carolina,Total municipal,1258.0,1228.0,23.0,5.0,2.0,0.0,0.0
05_Antioquia,150_Carolina,Cabecera,999.0,977.0,20.0,2.0,0.0,0.0,0.0
05_Antioquia,150_Carolina,Rural disperso,259.0,251.0,3.0,3.0,2.0,0.0,0.0
05_Antioquia,154_Caucasia,Total municipal,24505.0,23817.0,587.0,83.0,15.0,3.0,0.0
05_Antioquia,154_Caucasia,Cabecera,21500.0,20849.0,556.0,79.0,13.0,3.0,0.0
05_Antioquia,154_Caucasia,Centro poblado,1614.0,1599.0,12.0,2.0,1.0,0.0,0.0
05_Antioquia,154_Caucasia,Rural disperso,1391.0,1369.0,19.0,2.0,1.0,0.0,0.0
05_Antioquia,172_Chigorodó,Total municipal,16418.0,15987.0,367.0,53.0,9.0,1.0,1.0
05_Antioquia,172_Chigorodó,Cabecera,13960.0,13605.0,301.0,45.0,7.0,1.0,1.0
05_Antioquia,172_Chigorodó,Centro poblado,355.0,344.0,10.0,1.0,0.0,0.0,0.0
05_Antioquia,172_Chigorodó,Rural disperso,2103.0,2038.0,56.0,7.0,2.0,0.0,0.0
05_Antioquia,190_Cisneros,Total municipal,3093.0,2989.0,96.0,6.0,2.0,0.0,0.0
05_Antioquia,190_Cisneros,Cabecera,2696.0,2596.0,92.0,6.0,2.0,0.0,0.0
05_Antioquia,190_Cisneros,Rural disperso,397.0,393.0,4.0,0.0,0.0,0.0,0.0
05_Antioquia,197_Cocorná,Total municipal,5072.0,5041.0,27.0,3.0,1.0,0.0,0.0
05_Antioquia,197_Cocorná,Cabecera,2149.0,2135.0,12.0,2.0,0.0,0.0,0.0
05_Antioquia,197_Cocorná,Centro poblado,166.0,166.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,197_Cocorná,Rural disperso,2757.0,2740.0,15.0,1.0,1.0,0.0,0.0
05_Antioquia,206_Concepción,Total municipal,1379.0,1358.0,18.0,2.0,1.0,0.0,0.0
05_Antioquia,206_Concepción,Cabecera,650.0,639.0,9.0,1.0,1.0,0.0,0.0
05_Antioquia,206_Concepción,Rural disperso,729.0,719.0,9.0,1.0,0.0,0.0,0.0
05_Antioquia,209_Concordia,Total municipal,5263.0,5219.0,40.0,4.0,0.0,0.0,0.0
05_Antioquia,209_Concordia,Cabecera,2449.0,2420.0,27.0,2.0,0.0,0.0,0.0
05_Antioquia,209_Concordia,Centro poblado,224.0,220.0,3.0,1.0,0.0,0.0,0.0
05_Antioquia,209_Concordia,Rural disperso,2590.0,2579.0,10.0,1.0,0.0,0.0,0.0
05_Antioquia,212_Copacabana,Total municipal,24526.0,24028.0,427.0,58.0,9.0,2.0,2.0
05_Antioquia,212_Copacabana,Cabecera,19961.0,19528.0,370.0,53.0,8.0,0.0,2.0
05_Antioquia,212_Copacabana,Centro poblado,308.0,301.0,6.0,1.0,0.0,0.0,0.0
05_Antioquia,212_Copacabana,Rural disperso,4257.0,4199.0,51.0,4.0,1.0,2.0,0.0
05_Antioquia,234_Dabeiba,Total municipal,6450.0,6379.0,57.0,10.0,1.0,1.0,2.0
05_Antioquia,234_Dabeiba,Cabecera,2821.0,2778.0,38.0,2.0,1.0,1.0,1.0
05_Antioquia,234_Dabeiba,Centro poblado,229.0,229.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,234_Dabeiba,Rural disperso,3400.0,3372.0,19.0,8.0,0.0,0.0,1.0
05_Antioquia,237_Donmatías,Total municipal,4690.0,4668.0,16.0,5.0,1.0,0.0,0.0
05_Antioquia,237_Donmatías,Cabecera,3687.0,3667.0,15.0,4.0,1.0,0.0,0.0
05_Antioquia,237_Donmatías,Centro poblado,101.0,100.0,0.0,1.0,0.0,0.0,0.0
05_Antioquia,237_Donmatías,Rural disperso,902.0,901.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,240_Ebéjico,Total municipal,3805.0,3784.0,20.0,0.0,1.0,0.0,0.0
05_Antioquia,240_Ebéjico,Cabecera,731.0,721.0,10.0,0.0,0.0,0.0,0.0
05_Antioquia,240_Ebéjico,Centro poblado,462.0,461.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,240_Ebéjico,Rural disperso,2612.0,2602.0,9.0,0.0,1.0,0.0,0.0
05_Antioquia,250_El Bagre,Total municipal,12770.0,12463.0,268.0,32.0,4.0,3.0,0.0
05_Antioquia,250_El Bagre,Cabecera,8032.0,7766.0,231.0,30.0,3.0,2.0,0.0
05_Antioquia,250_El Bagre,Centro poblado,2401.0,2377.0,22.0,2.0,0.0,0.0,0.0
05_Antioquia,250_El Bagre,Rural disperso,2337.0,2320.0,15.0,0.0,1.0,1.0,0.0
05_Antioquia,264_Entrerríos,Total municipal,2755.0,2716.0,34.0,5.0,0.0,0.0,0.0
05_Antioquia,264_Entrerríos,Cabecera,1656.0,1622.0,29.0,5.0,0.0,0.0,0.0
05_Antioquia,264_Entrerríos,Rural disperso,1099.0,1094.0,5.0,0.0,0.0,0.0,0.0
05_Antioquia,266_Envigado,Total municipal,73116.0,72073.0,815.0,171.0,40.0,11.0,6.0
05_Antioquia,266_Envigado,Cabecera,69928.0,68958.0,757.0,156.0,40.0,11.0,6.0
05_Antioquia,266_Envigado,Centro poblado,535.0,523.0,11.0,1.0,0.0,0.0,0.0
05_Antioquia,266_Envigado,Rural disperso,2653.0,2592.0,47.0,14.0,0.0,0.0,0.0
05_Antioquia,282_Fredonia,Total municipal,6578.0,6493.0,80.0,3.0,1.0,0.0,1.0
05_Antioquia,282_Fredonia,Cabecera,2696.0,2683.0,11.0,1.0,0.0,0.0,1.0
05_Antioquia,282_Fredonia,Centro poblado,383.0,376.0,7.0,0.0,0.0,0.0,0.0
05_Antioquia,282_Fredonia,Rural disperso,3499.0,3434.0,62.0,2.0,1.0,0.0,0.0
05_Antioquia,284_Frontino,Total municipal,5897.0,5840.0,50.0,5.0,2.0,0.0,0.0
05_Antioquia,284_Frontino,Cabecera,2737.0,2705.0,27.0,4.0,1.0,0.0,0.0
05_Antioquia,284_Frontino,Centro poblado,469.0,467.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,284_Frontino,Rural disperso,2691.0,2668.0,21.0,1.0,1.0,0.0,0.0
05_Antioquia,306_Giraldo,Total municipal,1551.0,1439.0,93.0,16.0,3.0,0.0,0.0
05_Antioquia,306_Giraldo,Cabecera,583.0,525.0,46.0,9.0,3.0,0.0,0.0
05_Antioquia,306_Giraldo,Centro poblado,89.0,75.0,10.0,4.0,0.0,0.0,0.0
05_Antioquia,306_Giraldo,Rural disperso,879.0,839.0,37.0,3.0,0.0,0.0,0.0
05_Antioquia,308_Girardota,Total municipal,15096.0,14889.0,175.0,24.0,7.0,1.0,0.0
05_Antioquia,308_Girardota,Cabecera,8691.0,8587.0,87.0,14.0,3.0,0.0,0.0
05_Antioquia,308_Girardota,Centro poblado,1941.0,1896.0,35.0,7.0,3.0,0.0,0.0
05_Antioquia,308_Girardota,Rural disperso,4464.0,4406.0,53.0,3.0,1.0,1.0,0.0
05_Antioquia,310_Gómez Plata,Total municipal,2968.0,2948.0,17.0,3.0,0.0,0.0,0.0
05_Antioquia,310_Gómez Plata,Cabecera,1595.0,1588.0,7.0,0.0,0.0,0.0,0.0
05_Antioquia,310_Gómez Plata,Centro poblado,182.0,179.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,310_Gómez Plata,Rural disperso,1191.0,1181.0,7.0,3.0,0.0,0.0,0.0
05_Antioquia,313_Granada,Total municipal,3221.0,3194.0,23.0,4.0,0.0,0.0,0.0
05_Antioquia,313_Granada,Cabecera,1891.0,1881.0,8.0,2.0,0.0,0.0,0.0
05_Antioquia,313_Granada,Centro poblado,70.0,69.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,313_Granada,Rural disperso,1260.0,1244.0,14.0,2.0,0.0,0.0,0.0
05_Antioquia,315_Guadalupe,Total municipal,1744.0,1648.0,83.0,10.0,3.0,0.0,0.0
05_Antioquia,315_Guadalupe,Cabecera,718.0,671.0,40.0,6.0,1.0,0.0,0.0
05_Antioquia,315_Guadalupe,Centro poblado,122.0,121.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,315_Guadalupe,Rural disperso,904.0,856.0,42.0,4.0,2.0,0.0,0.0
05_Antioquia,318_Guarne,Total municipal,13067.0,12956.0,94.0,16.0,1.0,0.0,0.0
05_Antioquia,318_Guarne,Cabecera,5411.0,5371.0,32.0,7.0,1.0,0.0,0.0
05_Antioquia,318_Guarne,Centro poblado,323.0,319.0,4.0,0.0,0.0,0.0,0.0
05_Antioquia,318_Guarne,Rural disperso,7333.0,7266.0,58.0,9.0,0.0,0.0,0.0
05_Antioquia,321_Guatapé,Total municipal,2435.0,2403.0,30.0,2.0,0.0,0.0,0.0
05_Antioquia,321_Guatapé,Cabecera,1778.0,1752.0,24.0,2.0,0.0,0.0,0.0
05_Antioquia,321_Guatapé,Centro poblado,163.0,157.0,6.0,0.0,0.0,0.0,0.0
05_Antioquia,321_Guatapé,Rural disperso,494.0,494.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,347_Heliconia,Total municipal,1661.0,1651.0,10.0,0.0,0.0,0.0,0.0
05_Antioquia,347_Heliconia,Cabecera,756.0,752.0,4.0,0.0,0.0,0.0,0.0
05_Antioquia,347_Heliconia,Centro poblado,244.0,243.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,347_Heliconia,Rural disperso,661.0,656.0,5.0,0.0,0.0,0.0,0.0
05_Antioquia,353_Hispania,Total municipal,1690.0,1666.0,22.0,2.0,0.0,0.0,0.0
05_Antioquia,353_Hispania,Cabecera,1199.0,1192.0,7.0,0.0,0.0,0.0,0.0
05_Antioquia,353_Hispania,Rural disperso,491.0,474.0,15.0,2.0,0.0,0.0,0.0
05_Antioquia,360_Itagüí,Total municipal,82827.0,80896.0,1552.0,273.0,64.0,20.0,22.0
05_Antioquia,360_Itagüí,Cabecera,74624.0,72823.0,1434.0,262.0,64.0,19.0,22.0
05_Antioquia,360_Itagüí,Centro poblado,6847.0,6736.0,100.0,10.0,0.0,1.0,0.0
05_Antioquia,360_Itagüí,Rural disperso,1356.0,1337.0,18.0,1.0,0.0,0.0,0.0
05_Antioquia,361_Ituango,Total municipal,5550.0,5482.0,59.0,7.0,1.0,0.0,1.0
05_Antioquia,361_Ituango,Cabecera,2053.0,2006.0,40.0,6.0,0.0,0.0,1.0
05_Antioquia,361_Ituango,Centro poblado,586.0,578.0,8.0,0.0,0.0,0.0,0.0
05_Antioquia,361_Ituango,Rural disperso,2911.0,2898.0,11.0,1.0,1.0,0.0,0.0
05_Antioquia,364_Jardín,Total municipal,4282.0,4114.0,148.0,16.0,4.0,0.0,0.0
05_Antioquia,364_Jardín,Cabecera,2461.0,2380.0,71.0,9.0,1.0,0.0,0.0
05_Antioquia,364_Jardín,Centro poblado,87.0,79.0,6.0,2.0,0.0,0.0,0.0
05_Antioquia,364_Jardín,Rural disperso,1734.0,1655.0,71.0,5.0,3.0,0.0,0.0
05_Antioquia,368_Jericó,Total municipal,3797.0,3754.0,40.0,3.0,0.0,0.0,0.0
05_Antioquia,368_Jericó,Cabecera,2480.0,2461.0,19.0,0.0,0.0,0.0,0.0
05_Antioquia,368_Jericó,Centro poblado,85.0,84.0,1.0,0.0,0.0,0.0,0.0
05_Antioquia,368_Jericó,Rural disperso,1232.0,1209.0,20.0,3.0,0.0,0.0,0.0
05_Antioquia,376_La Ceja,Total municipal,17471.0,16924.0,456.0,70.0,13.0,8.0,0.0
05_Antioquia,376_La Ceja,Cabecera,15161.0,14628.0,444.0,68.0,13.0,8.0,0.0
05_Antioquia,376_La Ceja,Centro poblado,342.0,339.0,3.0,0.0,0.0,0.0,0.0
05_Antioquia,376_La Ceja,Rural disperso,1968.0,1957.0,9.0,2.0,0.0,0.0,0.0
05_Antioquia,380_La Estrella,Total municipal,21684.0,21425.0,221.0,28.0,5.0,3.0,2.0
05_Antioquia,380_La Estrella,Cabecera,18292.0,18052.0,203.0,27.0,5.0,3.0,2.0
05_Antioquia,380_La Estrella,Centro poblado,1111.0,1102.0,9.0,0.0,0.0,0.0,0.0
05_Antioquia,380_La Estrella,Rural disperso,2281.0,2271.0,9.0,1.0,0.0,0.0,0.0
05_Antioquia,390_La Pintada,Total municipal,2511.0,2387.0,98.0,22.0,2.0,1.0,1.0
05_Antioquia,390_La Pintada,Cabecera,2230.0,2127.0,83.0,17.0,2.0,1.0,0.0
05_Antioquia,390_La Pintada,Centro poblado,114.0,96.0,13.0,4.0,0.0,0.0,1.0
05_Antioquia,390_La Pintada,Rural disperso,167.0,164.0,2.0,1.0,0.0,0.0,0.0
05_Antioquia,400_La Unión,Total municipal,6133.0,6066.0,61.0,4.0,0.0,2.0,0.0
05_Antioquia,400_La Unión,Cabecera,3780.0,3738.0,36.0,4.0,0.0,2.0,0.0
05_Antioquia,400_La Unión,Centro poblado,229.0,227.0,2.0,0.0,0.0,0.0,0.0
05_Antioquia,400_La Unión,Rural disperso,2124.0,2101.0,23.0,0.0,0.0,0.0,0.0
05_Antioquia,411_Liborina,Total municipal,2544.0,2503.0,38.0,3.0,0.0,0.0,0.0
05_Antioquia,411_Liborina,Cabecera,773.0,758.0,15.0,0.0,0.0,0.0,0.0
05_Antioquia,411_Liborina,Centro poblado,599.0,592.0,6.0,1.0,0.0,0.0,0.0
05_Antioquia,411_Liborina,Rural disperso,1172.0,1153.0,17.0,2.0,0.0,0.0,0.0
05_Antioquia,425_Maceo,Total municipal,2500.0,2449.0,48.0,3.0,0.0,0.0,0.0
05_Antioquia,425_Maceo,Cabecera,1015.0,998.0,17.0,0.0,0.0,0.0,0.0
05_Antioquia,425_Maceo,Centro poblado,348.0,348.0,0.0,0.0,0.0,0.0,0.0
05_Antioquia,425_Maceo,Rural disperso,1137.0,1103.0,31.0,3.0,0.0,0.0,0.0
05_Antioquia,440_Marinilla,Total municipal,16568.0,15031.0,1278.0,199.0,39.0,13.0,8.0
